2016-12-23 15:13:35.023908,modified,modified README.md
2016-12-23 15:13:45.605124,modified,Logger class is under testing.
2016-12-23 15:13:56.179450,created,created log.csv
2016-12-23 15:14:06.658542,modified,modified log.csv
